sec-grid-x,"Number of grid points along the X axis","Aantal rooster punte langs die X-as","عدد نقاط الشبكة على طول محور X","Колькасць вузлоў сеткі ўздоўж восі X","Брой на мрежата точки по оста X","Nombre de punts de la reixeta al llarg de l'eix X",沿X轴方向的网格点数,沿X軸方向的網格點數,"Broj mreže točaka uzduž osi X","Počet napájecích bodů podél osy X","Antallet af gitterpunkter langs X-aksen","Aantal van grid punten langs de X-as","Number of grid points along the X axis","Arv võre punkte piki X telge","Bilang ng mga puntos grid sa kahabaan ng X axis","Lukumäärä hilapisteiden X-akselia pitkin","Nombre de points de grille le long de l'axe X","Anzahl von Gitterpunkten entlang der X-Achse","Αριθμός των σημείων πλέγματος κατά μήκος του άξονα Χ","מספר הנקודות רשת לאורך ציר X","एक्स अक्ष के साथ ग्रिड अंक की संख्या","Száma rácspontok az X tengely mentén","Numero di punti della griglia lungo l'asse X",X軸に沿った格子点の数,"X 축을 따라 격자 점의 수","Skaits režģa punktiem pa X asi","Taškų tinklo taškuose X ašies","Bilangan titik grid sepanjang paksi X","Antall rutenettpunktene langs X-aksen","تعداد نقاط شبکه در امتداد محور X","Liczba punktów siatki wzdłuż osi X","Número de pontos de grade ao longo do eixo X","Número de pontos de grade ao longo do eixo X","Numărul de puncte de grila de-a lungul axei X","Количество узлов сетки вдоль оси X","Број тачака мреже дуж Кс осе","Počet napájacích bodov pozdĺž osi X","Število mrežnih točk vzdolž osi X","Número de puntos de la rejilla a lo largo del eje X","Número de puntos de la rejilla a lo largo del eje X","Idadi ya pointi gridi ya taifa pamoja mhimili X","Antal rutnätspunkter utmed X-axeln","จำนวนจุดตารางตามแนวแกน X","X ekseni boyunca ızgara noktalarının sayısı","Кількість вузлів сітки уздовж осі X","Số điểm lưới dọc theo trục X"
pri-grid-y,"Horizontal Grid Points:","Horisontale Grid punte:","أفقي نقاط الشبكة:","Гарызантальныя кропкамі сеткі:","Хоризонтални Точки Грид:","Horitzontals Grid Points:",水平网格点：,水平網格點：,"Horizontalne Grid Bodovi:","Horizontální Grid Body:","Vandrette Grid Points:","Horizontale Grid Punten:","Horizontal Grid Points:","Horisontaalsed Grid Punkte:","Pahalang Grid Mga puntos:","Vaakaristikkojuovan Pisteet:","Horizontaux points de la grille:","Horizontal Grid Punkte:","Οριζόντια Πλέγμα Σημεία:","נקודות רשת אופקיות:","क्षैतिज ग्रिड अंक:","Vízszintes rács Pontok:","Punti griglia orizzontale:",水平グリッドポイント：,"수평 그리드 포인트 :","Horizontālās Grid Punkti:","Horizontali Tinklelis Taškai:","Tempat Grid mendatar:","Horisontale Grid Poeng:","افقی مشبک امتیاز:","Poziome siatki punktów:","Horizontais pontos de grade:","Horizontais pontos de grade:","Grid orizontale Puncte:","Горизонтальные точками сетки:","Хоризонталне мрежне тачке:","Horizontálne Grid Body:","Horizontalni Grid Točke:","Horizontales Grid Points:","Horizontales Grid Points:","Usawa Gridi Points:","Horisontella Grid Poäng:",ตะแกรงคะแนนตามแนวนอน:,"Yatay Izgara Puanlar:","Горизонтальні точками сітки:","Ngang điểm Grid:"
sec-grid-y,"Number of grid points along the Y axis","Aantal rooster punte langs die Y-as","عدد نقاط الشبكة على طول المحور Y","Колькасць вузлоў сеткі ўздоўж восі Y.","Брой на мрежата точки по оста Y","Nombre de punts de la reixeta al llarg de l'eix Y",网格点沿Y轴数,網格點沿Y軸數,"Broj mreže točaka uzduž osi Y.","Počet napájecích bodů podél osy Y","Antal gitterpunkter langs Y-aksen","Aantal van grid punten langs de Y-as","Number of grid points along the Y axis","Arv võre punkte mööda Y","Bilang ng mga puntos grid sa kahabaan ng Y axis","Lukumäärä hilapisteiden Y-akselia pitkin","Nombre de points de grille le long de l'axe Y.","Anzahl von Gitterpunkten entlang der Y-Achse","Αριθμός των σημείων πλέγματος κατά μήκος του άξονα Υ","מספר הנקודות רשת לאורך ציר Y","वाई अक्ष के साथ ग्रिड अंक की संख्या","Száma rácspontok az Y tengely mentén","Numero di punti della griglia lungo l'asse Y",Y軸に沿った格子点の数,"Y 축을 따라 격자 점의 수","Skaits režģa punktiem pa Y asi","Taškų tinklo taškuose Y ašyje","Bilangan titik grid sepanjang paksi Y","Antall rutenettpunktene langs Y-aksen","تعداد نقاط شبکه در امتداد محور Y","Liczba punktów siatki wzdłuż osi Y","Número de pontos de grade ao longo do eixo Y","Número de pontos de grade ao longo do eixo Y","Numărul de puncte de grila de-a lungul axei Y","Количество узлов сетки вдоль оси Y.","Број тачака мреже дуж осе","Počet napájacích bodov pozdĺž osi Y","Število mrežnih točk vzdolž osi Y","Número de puntos de la rejilla a lo largo del eje Y","Número de puntos de la rejilla a lo largo del eje Y","Idadi ya pointi gridi ya taifa pamoja mhimili Y","Antal rutnätspunkter längs Y-axeln","จำนวนจุดตารางตามแนวแกน Y","Y ekseni boyunca ızgara noktalarının sayısı","Кількість вузлів сітки уздовж осі Y.","Số điểm lưới dọc theo trục Y"
sec-grid-color,"Which color the grid should be drawn with","Watter kleur die rooster moet opgestel word met","أي لون وينبغي وضع الشبكة مع","Які колер сеткі варта рабіць з","Кой цвят на мрежата трябва да бъде изготвен с","Quin color de la reixeta s'ha d'elaborar amb",哪种颜色的电网应绘制,哪種顏色的電網應繪製,"Koju boju mreža treba biti izvučeni s","Jaká barva mřížka by měla být provedena s","Hvilken farve gitteret bør udarbejdes med","Welke kleur het net moeten worden getrokken met","Which color the grid should be drawn with","Mis värvi võre tuleks tõmmata","Aling Kulay ng grid ang dapat iguguhit na may","Mikä väri sähköverkkoon tulisi voida tehdä","Quelle est la couleur de la grille doit être établi avec","Welche Farbe sollte das Gitter mit gezogen werden","Ποιο το χρώμα το δίκτυο θα πρέπει να γίνει με","איזה צבע צריכה להיות נמשכת את הרשת עם","कौन सा रंग ग्रिड के साथ तैयार किया जाना चाहिए","Milyen színű a rács kell levonni","Di che colore la griglia dovrebbe essere disegnata",どの色グリッドで描画されるべきである,"어느 색깔을 그리드로 그려야","Kura krāsa režģis jāizstrādā ar","Kokios spalvos tinklelis turėtų būti sudarytas su","Yang warna grid hendaklah dibuat dengan","Hvilken farge rutenettet bør trekkes med","کدام رنگ شبکه باید با کشیده","Który kolor siatki należy wyciągnąć z","Qual a cor da grade deve ser elaborado com","Qual a cor da grade deve ser elaborado com","Ce culoare grila ar trebui să fie elaborate cu","Какой цвет сетки следует делать с","Коју боју решетка треба нацртати","Aká farba mriežka by mala byť vykonaná s","Katera barva se mreža sestavi z","¿Qué color de la rejilla debe elaborarse con","¿Qué color de la rejilla debe elaborarse con","Ambayo Michezo gridi ya lazima inayotolewa na","Vilken färg gallret ska ritas med",ซึ่งสีตารางควรจะวาดด้วย,"Hangi renk ızgara ile çizilmelidir","Який колір сітки слід робити з","Mà màu lưới nên được rút ra với"
sec-origin-color,"Which color the origin should be drawn with","Watter kleur die oorsprong moet opgestel word met","اللون الذي يجب أن يوجه الأصل مع","Які колер паходжання варта рабіць з","Кой цвят на произход следва да бъдат изготвени с","Quin color l'origen s'ha d'elaborar amb",哪种颜色的起源应绘制,哪種顏色的起源應繪製,"Koju boju porijeklo treba biti izvučeni s","Jaká barva původ by měl být vypracován s","Hvilken farve oprindelsen bør udarbejdes med","Welke kleur de oorsprong moet worden getrokken met","Which color the origin should be drawn with","Milline värv päritolu tuleb tõmmata","Aling kulay ang pinagmulan dapat ay iguguhit na may","Mikä väri alkuperä olisi piirretään","Quelle est la couleur de l'origine devrait être établie avec","Welche Farbe sollte mit der Ursprung gezogen werden","Ποιο το χρώμα της προέλευσης θα πρέπει να γίνει με","איזה צבע צריך להיות נמשך עם מוצא","कौन सा रंग मूल के साथ तैयार किया जाना चाहिए","Milyen színű az eredetét fel kell hívni a","Di che colore l'origine dovrebbe essere disegnata",どの色起源はで描画されるべきである,"어느 색깔을 원점으로 그려되어야한다","Kura krāsa izcelsmi jāizstrādā ar","Kokios spalvos kilmė turi būti sudarytas su","Yang warna asal perlu dibuat dengan","Hvilken farge opprinnelsen bør trekkes med","کدام رنگ مبدا باید با کشیده","Który kolor pochodzenia powinny zostać sporządzone z","Qual a cor da origem deve ser elaborado com","Qual a cor da origem deve ser elaborado com","Ce culoare de origine ar trebui să fie elaborate cu","Какой цвет происхождения следует делать с","Коју боју порекло треба нацртати","Aká farba pôvod by mal byť vypracovaný s","Katera barva bi morala biti izvor sestavljen z","¿Qué color el origen debe elaborarse con","¿Qué color el origen debe elaborarse con","Ambayo rangi asili ya lazima inayotolewa na","Vilken färg ursprunget ska ritas med",ซึ่งสีที่มาควรจะวาดด้วย,"Hangi renk kökeni ile çizilmelidir","Який колір походження слід робити з","Mà màu sắc xuất xứ phải được rút ra với"
title-data,"Data Range",data-reeks,"نطاق البيانات","дыяпазон дадзеных","Data гама","Rang de dades",数据范围,數據範圍,"Podaci asortiman","rozsah dat",dataområdet,gegevensbereik,"Data Range","andmete ulatus","data hanay",Data-alue,"Plage de données",Datenbereich,"Δεδομένα φάσματος","טווח הנתונים","डेटा श्रेणी","adatok körét","intervallo di dati",データ範囲,"데이터 범위","datu diapazons","duomenų diapazonas","pelbagai data",dataområdet,"محدوده داده ها","Zakres danych","intervalo de dados","intervalo de dados","gama de date","диапазон данных","опсегу података","rozsah dát","obseg podatkov","rango de datos","rango de datos","Takwimu mbalimbali",dataområde,ช่วงข้อมูล,"veri aralığı","діапазон даних","phạm vi dữ liệu"
title-window,Window,venster,نافذة,акно,прозорец,Finestra,窗口,窗口,prozor,okno,vindue,venster,Window,aken,bintana,ikkuna,fenêtre,Fenster,παράθυρο,חלון,खिड़की,ablak,finestra,ウィンドウ,창,logs,langas,tingkap,vindu,پنجره,okno,janela,janela,fereastră,окно,прозор,okno,okno,ventana,ventana,dirisha,Fönster,หน้าต่าง,pencere,вікно,"cửa sổ"
title-grid,Grid,rooster,شبكة,сетка,мрежа,Quadrícula,格,格,rešetka,mřížka,Grid,rooster,Grid,võre,parilya,ruudukko,grille,Grid,πλέγμα,רשת,ग्रिड,rács,Griglia,グリッド,그리드,skala,tinklelis,grid,rutenett,توری,ruszt,grade,grade,grilă,сетка,решетка,mriežka,Mreža,cuadrícula,cuadrícula,"gridi ya taifa",Grid,ตะแกรง,ızgara,Сітка,lưới
title-origin,Origin,oorsprong,الأصل,паходжанне,произход,Origen,起源,起源,podrijetlo,původ,Origin,oorsprong,Origin,päritolu,pinagmulan,alkuperä,Origin,Origin,καταγωγή,מקור,मूल,eredet,Origin,起源,유래,izcelšanās,kilmė,asal,opprinnelse,منشاء,pochodzenie,origem,origem,origine,происхождение,порекло,pôvod,poreklo,origen,origen,asili,Ursprung,ที่มา,köken,походження,"nguồn gốc"
app-title,"Function Plotter","funksie grafiek","وظيفة الرسم البياني","графік функцыі","Функция графика","Gràfic de la funció",功能图,功能圖,"Funkcija graf","funkce graf",funktionsgraf,"functie grafiek","Function Plotter","funktsioon graafik","Ang function na graph","funktion kuvaajan","Fonction graphique",Funktionsgraph,"γραφικής παράστασης της συνάρτησης","גרף פונקציה","समारोह ग्राफ","funkció grafikon","grafico di una funzione",機能グラフ,"함수 그래프","funkcija grafiks","funkcija grafikas","graf fungsi",funksjonsgraf,"نمودار تابع","wykres funkcji","gráfico da função","gráfico da função","grafic funcție","График функции","Функција графикон","funkcia graf","funkcija graf","gráfico de la función","gráfico de la función","kazi graph","funktion graf",กราฟฟังก์ชั่น,"fonksiyon grafiği","Графік функції","chức năng đồ thị"
button-run,"Update Graph","Grafiek bywerk","تحديث الرسم البياني","абнаўленне графіка","Актуализация Graph","Actualització del gràfic",更新图,更新圖,"ažuriranje graf","Aktualizace Graf","opdatering Graph","update Graph","Update Graph","Uuenda graafik","I-update ang Graph","Update Graph","Mise à jour Graphique",Update-Graph,"Ενημέρωση Γράφημα","גרף עדכון","अद्यतन ग्राफ","frissíteni grafikon","aggiornamento Grafico",アップデートグラフ,"그래프 업데이트","Atjaunināt diagramma","Atnaujinti diagramoje","Update Graf","oppdatere grafen","به روز رسانی گراف","aktualizacja Wykres","atualização Gráfico","atualização Gráfico","Graficul actualizare","обновление графика","ажурирање графикона","aktualizácia Graf","posodobitev graf","actualización del gráfico","actualización del gráfico","Mwisho Grafu","uppdatera grafen",กราฟปรับปรุง,"güncelleme Grafik","оновлення графіка","cập nhật đồ thị"
title-examples,Examples,voorbeelde,أمثلة,прыклады,Примери,Exemples,示例,示例,Primjeri,Příklady,eksempler,Voorbeelden,Examples,Näited,"Mga halimbawa",esimerkkejä,Exemples,Beispiele,Παραδείγματα,דוגמאות,उदाहरण,Példák,Esempi,例,예,piemēri,pavyzdžiai,contoh,eksempler,"به عنوان مثال",Przykłady,Exemplos,Exemplos,exemple,Примеры,Примери,Príklady,Primeri,Ejemplos,Ejemplos,mifano,Exempel,ตัวอย่าง,Örnekler,приклади,"ví dụ"
